WID	ATCCode	Name	Synonym
1034147	N01BB09	Ropivacaine	Ropivacainum [INN-Latin]
1034147	N01BB09	Ropivacaine	S-Ropivacaine
1034237	N01BB01	Bupivacaine	(+-)-Bupivacaine
1034237	N01BB01	Bupivacaine	Bloqueina
1034237	N01BB01	Bupivacaine	Bupivacaina [INN-Spanish]
1034237	N01BB01	Bupivacaine	Bupivacaine HCL
1034237	N01BB01	Bupivacaine	Bupivacaine HCL KIT
1034237	N01BB01	Bupivacaine	Bupivacainum [INN-Latin]
1034237	N01BB01	Bupivacaine	cBupivacaine
1034237	N01BB01	Bupivacaine	DL-Bupivacaine
1034237	N01BB01	Bupivacaine	DUR-843
1034237	N01BB01	Bupivacaine	LAC-43
1034237	N01BB10	Bupivacaine	(+-)-Bupivacaine
1034237	N01BB10	Bupivacaine	Bloqueina
1034237	N01BB10	Bupivacaine	Bupivacaina [INN-Spanish]
1034237	N01BB10	Bupivacaine	Bupivacaine HCL
1034237	N01BB10	Bupivacaine	Bupivacaine HCL KIT
1034237	N01BB10	Bupivacaine	Bupivacainum [INN-Latin]
1034237	N01BB10	Bupivacaine	cBupivacaine
1034237	N01BB10	Bupivacaine	DL-Bupivacaine
1034237	N01BB10	Bupivacaine	DUR-843
1034237	N01BB10	Bupivacaine	LAC-43
1034433	D06BB06	Penciclovir	PE2
1034433	D06BB06	Penciclovir	Penciclovirum [INN-Latin]
1034433	J05AB13	Penciclovir	PE2
1034433	J05AB13	Penciclovir	Penciclovirum [INN-Latin]
1034511	J05AF07	Tenofovir	D,L-Tenofovir
1034511	J05AF07	Tenofovir	PMPA
1034511	J05AF07	Tenofovir	TDF
1034511	J05AF07	Tenofovir	Tenofovir disoproxil
1034637	J01CF05	Flucloxacillin	Floxacillin
1034637	J01CF05	Flucloxacillin	Flucloxacilina [INN-Spanish]
1034637	J01CF05	Flucloxacillin	Flucloxacillin Sodium
1034637	J01CF05	Flucloxacillin	Flucloxacillin-Sodium
1034637	J01CF05	Flucloxacillin	Flucloxacilline [INN-French]
1034637	J01CF05	Flucloxacillin	Flucloxacillinum [INN-Latin]
1034723	B02AA02	Tranexamic Acid	Tranexamsaeure
1034723	B02AA02	Tranexamic Acid	tranexmic acid
1034723	B02AA02	Tranexamic Acid	Tranhexamic acid
1034723	B02AA02	Tranexamic Acid	Trans AMCHA
1034723	B02AA02	Tranexamic Acid	trans-4-aminomethylcyclohexane-1-carboxylic acid
1034723	B02AA02	Tranexamic Acid	trans-Amcha
1034723	B02AA02	Tranexamic Acid	trans-Tranexamic acid
1034902	G03AC09	Desogestrel	Desogestrelum [INN-Latin]
1034980	L01DC03	Mitomycin	7-Amino-9
1034980	L01DC03	Mitomycin	&
1034980	L01DC03	Mitomycin	alpha;-methoxymitosane
1034980	L01DC03	Mitomycin	Mitamycin
1034980	L01DC03	Mitomycin	MMC
1035102	N05CA07	Talbutal	5-Allyl-5-sec-butylbarbituric acid
1035102	N05CA07	Talbutal	sec-Butyl allyl barbituric acid
1035307	C01BD05	Ibutilide	Ibutilida [INN-Spanish]
1035307	C01BD05	Ibutilide	Ibutilide Fumarate
1035307	C01BD05	Ibutilide	Ibutilidum [INN-Latin]
1035427	L01CA03	Vindesine	Desacetylvinblastine Amide Sulfate
1035427	L01CA03	Vindesine	Vindesine Sulfate
1035511	C03BA04	Chlorthalidone	Chlorothalidone
1035511	C03BA04	Chlorthalidone	Chlorphthalidolone
1035511	C03BA04	Chlorthalidone	Chlorphthalidone
1035511	C03BA04	Chlorthalidone	Chlortalidone
1035511	C03BA04	Chlorthalidone	Chlorthalidon
1035756	N05CA01	Pentobarbital	Pentabarbital
1035756	N05CA01	Pentobarbital	Pentabarbitone
1035756	N05CA01	Pentobarbital	Pentobarbital Sodium
1035756	N05CA01	Pentobarbital	Pentobarbitone
1035756	N05CA01	Pentobarbital	Pentobarbiturate
1035756	N05CA01	Pentobarbital	Pentobarbituric acid
1035756	N05CA01	Pentobarbital	Sodium Pentobarbital
1035938	N03AG01	Valproic Acid	2-Propylpentanoic Acid
1035938	N03AG01	Valproic Acid	2-Propylvaleric Acid
1035938	N03AG01	Valproic Acid	Di-n-propylacetic acid
1035938	N03AG01	Valproic Acid	Di-n-propylessigsaure
1035938	N03AG01	Valproic Acid	Dipropylacetic acid
1035938	N03AG01	Valproic Acid	DPA
1035938	N03AG01	Valproic Acid	n-DPA
1035938	N03AG01	Valproic Acid	Valproic Acid Derivative
1036221	J04AB30	Capreomycin	Capastat
1036221	J04AB30	Capreomycin	Capastat sulfate
1036221	J04AB30	Capreomycin	Capreomycin sulfate
1036221	J04AB30	Capreomycin	Capreomycin sulphate
1036290	N02CC03	Zolmitriptan	ZMT
1036439	N02BE01	Acetaminophen	Acetaminofen
1036439	N02BE01	Acetaminophen	APAP
1036439	N02BE01	Acetaminophen	Paracetamol
1036439	N02BE01	Acetaminophen	Paracetamolo
1036439	N02BE01	Acetaminophen	Paracetanol
1036996	L01XE02	Gefitinib	ZD1839
1037150	N02AA08	Codeine	Codeine anhydrous
1037150	N02AA08	Codeine	L-Codeine
1037150	N02AA08	Codeine	Methylmorphine
1037150	N02AA08	Codeine	Morphine monomethyl ether
1037150	N02AA08	Codeine	Norcodeine, N-Methyl
1037150	N02AA08	Codeine	Norcodine, N-Methyl
1037150	R05DA04	Codeine	Codeine anhydrous
1037150	R05DA04	Codeine	L-Codeine
1037150	R05DA04	Codeine	Methylmorphine
1037150	R05DA04	Codeine	Morphine monomethyl ether
1037150	R05DA04	Codeine	Norcodeine, N-Methyl
1037150	R05DA04	Codeine	Norcodine, N-Methyl
1037150	R05DA12	Codeine	Codeine anhydrous
1037150	R05DA12	Codeine	L-Codeine
1037150	R05DA12	Codeine	Methylmorphine
1037150	R05DA12	Codeine	Morphine monomethyl ether
1037150	R05DA12	Codeine	Norcodeine, N-Methyl
1037150	R05DA12	Codeine	Norcodine, N-Methyl
1037401	J01CA12	Piperacillin	Piperacillin Anhydrous
1037488	N02CA01	Dihydroergotamine	9,10-dihydro-ergotamine
1037488	N02CA01	Dihydroergotamine	Dihidroergotamina [INN-Spanish]
1037488	N02CA01	Dihydroergotamine	Dihydroergotamine mesylate
1037488	N02CA01	Dihydroergotamine	Dihydroergotamine methanesulfonate
1037488	N02CA01	Dihydroergotamine	Dihydroergotamine monomethanesulfonate
1037488	N02CA01	Dihydroergotamine	Dihydroergotaminum [INN-Latin]
1037690	N06AA09	Amitriptyline	Amitriprolidine
1037690	N06AA09	Amitriptyline	Amitriptylin
1037690	N06AA09	Amitriptyline	Amitryptiline
1037690	N06AA09	Amitriptyline	Amitryptyline
1037690	N06AA09	Amitriptyline	Amytriptiline
1038254	C05AA06	Fluorometholone	Fluormetholon
1038254	C05AA06	Fluorometholone	Fluormetholone
1038254	C05AA06	Fluorometholone	Fluoromethalone
1038254	C05AA06	Fluorometholone	FML
1038254	D07AB06	Fluorometholone	Fluormetholon
1038254	D07AB06	Fluorometholone	Fluormetholone
1038254	D07AB06	Fluorometholone	Fluoromethalone
1038254	D07AB06	Fluorometholone	FML
1038254	D07XB04	Fluorometholone	Fluormetholon
1038254	D07XB04	Fluorometholone	Fluormetholone
1038254	D07XB04	Fluorometholone	Fluoromethalone
1038254	D07XB04	Fluorometholone	FML
1038254	D10AA01	Fluorometholone	Fluormetholon
1038254	D10AA01	Fluorometholone	Fluormetholone
1038254	D10AA01	Fluorometholone	Fluoromethalone
1038254	D10AA01	Fluorometholone	FML
1038254	S01BA07	Fluorometholone	Fluormetholon
1038254	S01BA07	Fluorometholone	Fluormetholone
1038254	S01BA07	Fluorometholone	Fluoromethalone
1038254	S01BA07	Fluorometholone	FML
1038254	S01CB05	Fluorometholone	Fluormetholon
1038254	S01CB05	Fluorometholone	Fluormetholone
1038254	S01CB05	Fluorometholone	Fluoromethalone
1038254	S01CB05	Fluorometholone	FML
1038373	C02DD01	Nitroprusside	Disodium nitroprusside dihydrate
1038373	C02DD01	Nitroprusside	Sodium nitroferricyanide dihydrate
1038373	C02DD01	Nitroprusside	Sodium Nitroprusside
1038373	C02DD01	Nitroprusside	Sodium nitroprusside dihydrate
1038446	A12AA10	Calcium Gluceptate	Calcium glucoheptonate
1038446	A12AA10	Calcium Gluceptate	Trimethylene chlorobromide
1038505	N02AA03	Hydromorphone	Dihydromorfinon [Czech]
1038505	N02AA03	Hydromorphone	Dihydromorphinone
1038505	N02AA03	Hydromorphone	Hidromorfona [INN-Spanish]
1038505	N02AA03	Hydromorphone	Hydromorfona [Spanish]
1038505	N02AA03	Hydromorphone	Hydromorphon
1038505	N02AA03	Hydromorphone	Hydromorphone HCL
1038505	N02AA03	Hydromorphone	Hydromorphonum [INN-Latin]
1038731	M01AB01	Indomethacin	IMN
1038731	M01AB01	Indomethacin	Indometacine
1038731	M01AB01	Indomethacin	Indometacyna
1038731	M01AB01	Indomethacin	Indomethacine
1038731	M01AB01	Indomethacin	Indomethacinum
1038731	M01AB01	Indomethacin	Indomethancin
1038731	M01AB01	Indomethacin	Indomethazine
1038731	M01AB01	Indomethacin	Indomethine
1038731	M01AB01	Indomethacin	Indometicina
1038731	C01EB03	Indomethacin	IMN
1038731	C01EB03	Indomethacin	Indometacine
1038731	C01EB03	Indomethacin	Indometacyna
1038731	C01EB03	Indomethacin	Indomethacine
1038731	C01EB03	Indomethacin	Indomethacinum
1038731	C01EB03	Indomethacin	Indomethancin
1038731	C01EB03	Indomethacin	Indomethazine
1038731	C01EB03	Indomethacin	Indomethine
1038731	C01EB03	Indomethacin	Indometicina
1039132	J04AK02	Ethambutol	Aethambutolum
1039132	J04AK02	Ethambutol	D-Ethambutol
1039132	J04AK02	Ethambutol	EMB
1039132	J04AK02	Ethambutol	Etambutol [INN-Spanish]
1039132	J04AK02	Ethambutol	Etambutolo [DCIT]
1039132	J04AK02	Ethambutol	Ethambutol dihydrochloride
1039132	J04AK02	Ethambutol	Ethambutol HCL
1039132	J04AK02	Ethambutol	Ethambutol Hydrochloride
1039132	J04AK02	Ethambutol	Ethambutol, racemic mixture
1039132	J04AK02	Ethambutol	Ethambutolum [INN-Latin]
1039511	R01AX03	Ipratropium bromide	Ipatropium Bromide
1039511	R01AX03	Ipratropium bromide	ipratropium
1039511	R01AX03	Ipratropium bromide	N-Isopropylatropine
1039511	R03BB01	Ipratropium bromide	Ipatropium Bromide
1039511	R03BB01	Ipratropium bromide	ipratropium
1039511	R03BB01	Ipratropium bromide	N-Isopropylatropine
1039674	N02AC52	Methadone	(+/-)-Methadone
1039674	N02AC52	Methadone	(+/-)-Methadone hydrochloride
1039674	N02AC52	Methadone	dl-Methadone
1039674	N02AC52	Methadone	DL-Methadone hydrochloride
1039674	N02AC52	Methadone	Methadon
1039674	N02AC52	Methadone	Methadone HCL
1039674	N02AC52	Methadone	Methadone hydrochloride
1039674	N02AC52	Methadone	Phenadone hydrochloride
1039674	N07BC02	Methadone	(+/-)-Methadone
1039674	N07BC02	Methadone	(+/-)-Methadone hydrochloride
1039674	N07BC02	Methadone	dl-Methadone
1039674	N07BC02	Methadone	DL-Methadone hydrochloride
1039674	N07BC02	Methadone	Methadon
1039674	N07BC02	Methadone	Methadone HCL
1039674	N07BC02	Methadone	Methadone hydrochloride
1039674	N07BC02	Methadone	Phenadone hydrochloride
1039674	R05DA06	Methadone	(+/-)-Methadone
1039674	R05DA06	Methadone	(+/-)-Methadone hydrochloride
1039674	R05DA06	Methadone	dl-Methadone
1039674	R05DA06	Methadone	DL-Methadone hydrochloride
1039674	R05DA06	Methadone	Methadon
1039674	R05DA06	Methadone	Methadone HCL
1039674	R05DA06	Methadone	Methadone hydrochloride
1039674	R05DA06	Methadone	Phenadone hydrochloride
1040549	B05CA03	Nitrofurazone	NFZ
1040549	B05CA03	Nitrofurazone	Nitrofurazan
1040549	D08AF01	Nitrofurazone	NFZ
1040549	D08AF01	Nitrofurazone	Nitrofurazan
1040549	P01CC02	Nitrofurazone	NFZ
1040549	P01CC02	Nitrofurazone	Nitrofurazan
1040549	S02AA02	Nitrofurazone	NFZ
1040549	S02AA02	Nitrofurazone	Nitrofurazan
1040549	S01AX04	Nitrofurazone	NFZ
1040549	S01AX04	Nitrofurazone	Nitrofurazan
1040549	D09AA03	Nitrofurazone	NFZ
1040549	D09AA03	Nitrofurazone	Nitrofurazan
1040732	D11AH02	Pimecrolimus	ASM 981
1040732	D11AH02	Pimecrolimus	SDZ ASM 981
1040830	A02BC01	Omeprazole	OMEP
1040830	A02BC01	Omeprazole	OMZ
1040830	A02BC05	Omeprazole	OMEP
1040830	A02BC05	Omeprazole	OMZ
1041194	J04AK01	Pyrazinamide	Pirazimida
1041194	J04AK01	Pyrazinamide	Pirazinamid
1041194	J04AK01	Pyrazinamide	Pyrazinamdie
1041194	J04AK01	Pyrazinamide	Pyrazine carboxylamide
1041194	J04AK01	Pyrazinamide	Pyrazineamide
1041194	J04AK01	Pyrazinamide	Pyrazinecarboxamide
1041194	J04AK01	Pyrazinamide	Pyrazinecarboxylic acid amide
1041194	J04AK01	Pyrazinamide	Pyrazinoic acid amide
1041194	J04AK01	Pyrazinamide	PZA
1041324	N04AA03	Metixene	Methixen [German]
1041324	N04AA03	Metixene	Methixene
1041324	N04AA03	Metixene	Methixene hydrochloride
1041324	N04AA03	Metixene	Metisene [DCIT]
1041324	N04AA03	Metixene	Metixene hydrochloride
1041324	N04AA03	Metixene	Metixeno [INN-Spanish]
1041324	N04AA03	Metixene	Metixenum [INN-Latin]
1041404	R06AE07	Cetirizine	Cetirizina [Spanish]
1041404	R06AE07	Cetirizine	Cetirizinum [Latin]
1041404	R06AE07	Cetirizine	Cetrizine Hcl
1041404	R06AE09	Cetirizine	Cetirizina [Spanish]
1041404	R06AE09	Cetirizine	Cetirizinum [Latin]
1041404	R06AE09	Cetirizine	Cetrizine Hcl
1041575	R06AX12	Terfenadine	Ternadin
1041752	C08DB01	Diltiazem	d-cis-Diltiazem
1042205	N06AA11	Protriptyline	Protryptyline
1042358	V04CH30	Aminohippurate	Aminohippurate Sodium
1042358	V04CH30	Aminohippurate	Aminohippuric acid
1042358	V04CH30	Aminohippurate	Aminohippuric acid Sodium salt
1042358	V04CH30	Aminohippurate	PAH
1042358	V04CH30	Aminohippurate	para-Aminohippurate
1042358	V04CH30	Aminohippurate	Sodium p-aminohippurate
1042358	V04CH30	Aminohippurate	Sodium para-Aminohippurate
1042472	G04CA01	Alfuzosin	Alfusosine
1042579	N03AC02	Trimethadione	Trimetadione
1042579	N03AC02	Trimethadione	Trimethadion
1042579	N03AC02	Trimethadione	Trimethdione
1042743	N05BA09	Clobazam	Aedon
1042743	N05BA09	Clobazam	Anxirloc
1042743	N05BA09	Clobazam	Castilium
1042743	N05BA09	Clobazam	Chlorepin
1042743	N05BA09	Clobazam	Clarmyl
1042743	N05BA09	Clobazam	Clobam
1042743	N05BA09	Clobazam	Clobamax
1042743	N05BA09	Clobazam	Clobator
1042743	N05BA09	Clobazam	Clofritis
1042743	N05BA09	Clobazam	Clopax
1042743	N05BA09	Clobazam	Clorepin
1042743	N05BA09	Clobazam	Frisium
1042743	N05BA09	Clobazam	Grifoclobam
1042743	N05BA09	Clobazam	Karidium
1042743	N05BA09	Clobazam	Lucium
1042743	N05BA09	Clobazam	Mystan
1042743	N05BA09	Clobazam	Noiafren
1042743	N05BA09	Clobazam	Sederlona
1042743	N05BA09	Clobazam	Sentil
1042743	N05BA09	Clobazam	Urbadan
1042743	N05BA09	Clobazam	Urbanil
1042743	N05BA09	Clobazam	Urbanol
1042743	N05BA09	Clobazam	Urbanyl
1042925	C02DC01	Minoxidil	Minossidile [Italian]
1042925	C02DC01	Minoxidil	Minoxidilum [INN-Latin]
1042925	D11AX01	Minoxidil	Minossidile [Italian]
1042925	D11AX01	Minoxidil	Minoxidilum [INN-Latin]
1043068	G03AC05	Megestrol	Megestrol Acetate
1043068	G03AC05	Megestrol	Megestrolo [DCIT]
1043068	G03AC05	Megestrol	Megestrolum [INN-Latin]
1043068	G03AC05	Megestrol	Megestryl acetate
1043068	G03AC05	Megestrol	MGA
1043068	G03DB02	Megestrol	Megestrol Acetate
1043068	G03DB02	Megestrol	Megestrolo [DCIT]
1043068	G03DB02	Megestrol	Megestrolum [INN-Latin]
1043068	G03DB02	Megestrol	Megestryl acetate
1043068	G03DB02	Megestrol	MGA
1043068	L02AB01	Megestrol	Megestrol Acetate
1043068	L02AB01	Megestrol	Megestrolo [DCIT]
1043068	L02AB01	Megestrol	Megestrolum [INN-Latin]
1043068	L02AB01	Megestrol	Megestryl acetate
1043068	L02AB01	Megestrol	MGA
1043068	G03DB04	Megestrol	Megestrol Acetate
1043068	G03DB04	Megestrol	Megestrolo [DCIT]
1043068	G03DB04	Megestrol	Megestrolum [INN-Latin]
1043068	G03DB04	Megestrol	Megestryl acetate
1043068	G03DB04	Megestrol	MGA
1043214	L01BB03	Thioguanine	2-Amino 6MP
1043214	L01BB03	Thioguanine	2-Amino-6-mercaptopurine
1043214	L01BB03	Thioguanine	2-Amino-6-merkaptopurin
1043214	L01BB03	Thioguanine	2-Amino-6-purinethiol
1043214	L01BB03	Thioguanine	2-Aminopurin-6-thiol
1043214	L01BB03	Thioguanine	2-Aminopurine-6-thiol
1043214	L01BB03	Thioguanine	2-Aminopurine-6(1H)-thione
1043214	L01BB03	Thioguanine	6-Mercapto-2-aminopurine
1043214	L01BB03	Thioguanine	6-Mercaptoguanine
1043214	L01BB03	Thioguanine	6-Thioguanine
1043214	L01BB03	Thioguanine	TG
1043214	L01BB03	Thioguanine	ThG
1043214	L01BB03	Thioguanine	Tioguanin
1043214	L01BB03	Thioguanine	Tioguanine
1043306	G02AB01	Methylergonovine	Methylergobasin
1043306	G02AB01	Methylergonovine	Methylergobasine
1043306	G02AB01	Methylergonovine	Methylergobrevin
1043306	G02AB01	Methylergonovine	Methylergometrin
1043306	G02AB01	Methylergonovine	Methylergometrine
1043306	G02AB01	Methylergonovine	Methylergonovin
1043306	G02AB01	Methylergonovine	methylergonovine maleate
1043435	R06AE01	Buclizine	Buclizina [INN-Spanish]
1043435	R06AE01	Buclizine	Buclizine Dihydrochloride
1043435	R06AE01	Buclizine	Buclizine Hydrochloride
1043435	R06AE01	Buclizine	Buclizinum [INN-Latin]
1043435	R06AE01	Buclizine	Histabutyzine Dihydrochloride
1043435	R06AE01	Buclizine	Vibazine Hydrochloride
1043513	J01DF01	Aztreonam	AZT
1043589	M03BB03	Chlorzoxazone	Chloroxazone
1043589	M03BB03	Chlorzoxazone	Chlorzoxane
1043589	M03BB03	Chlorzoxazone	Chlorzoxazon
1043752	L02BG01	Aminoglutethimide	Dl-Aminoglutethimide
1043752	L02BG01	Aminoglutethimide	P-Aminoglutethimide
1043847	P01BC02	Mefloquine	Mefloquine HCL
1043847	P01BC02	Mefloquine	Mefloquinone
1043978	D06BA01	Sulfadiazine	SDA
1043978	D06BA01	Sulfadiazine	Sulfadiazene
1043978	D06BA01	Sulfadiazine	Sulfadiazin
1043978	D06BA01	Sulfadiazine	Sulfanilamidopyrimidine
1043978	D06BA01	Sulfadiazine	Sulfapirimidin
1043978	D06BA01	Sulfadiazine	Sulfapyrimidin
1043978	D06BA01	Sulfadiazine	Sulfapyrimidine
1043978	D06BA01	Sulfadiazine	Sulphadiazine
1043978	J01EC02	Sulfadiazine	SDA
1043978	J01EC02	Sulfadiazine	Sulfadiazene
1043978	J01EC02	Sulfadiazine	Sulfadiazin
1043978	J01EC02	Sulfadiazine	Sulfanilamidopyrimidine
1043978	J01EC02	Sulfadiazine	Sulfapirimidin
1043978	J01EC02	Sulfadiazine	Sulfapyrimidin
1043978	J01EC02	Sulfadiazine	Sulfapyrimidine
1043978	J01EC02	Sulfadiazine	Sulphadiazine
1044146	A16AX07	Tetrahydrobiopterin	5,6,7,8 Tetrahydrobiopterin
1044146	A16AX07	Tetrahydrobiopterin	BH4
1044146	A16AX07	Tetrahydrobiopterin	sapropterin
1044224	L01CA04	Vinorelbine	Vinorelbin
1044224	L01CA04	Vinorelbine	Vinorelbina [Spanish]
1044224	L01CA04	Vinorelbine	Vinorelbine Bitartrate
1044224	L01CA04	Vinorelbine	Vinorelbine Ditartarate
1044224	L01CA04	Vinorelbine	Vinorelbine Ditartrate
1044224	L01CA04	Vinorelbine	Vinorelbine Tartrate
1044224	L01CA04	Vinorelbine	Vinorelbinum [Latin]
1044422	N05AH02	Clozapine	Clozapin
1045028	R06AA09	Doxylamine	Dossilamina [DCIT]
1045028	R06AA09	Doxylamine	Doxilminio [INN-Spanish]
1045028	R06AA09	Doxylamine	Doxylaminum [INN-Latin]
1045124	G03AC03	Levonorgestrel	18-Methylnorethisterone
1045124	G03AC03	Levonorgestrel	d(-)-Norgestrel
1045124	G03AC03	Levonorgestrel	Levonorgestrelum [INN-Latin]
1045124	G03AD01	Levonorgestrel	18-Methylnorethisterone
1045124	G03AD01	Levonorgestrel	d(-)-Norgestrel
1045124	G03AD01	Levonorgestrel	Levonorgestrelum [INN-Latin]
1045338	C01CA03	Norepinephrine	Arterenol
1045338	C01CA03	Norepinephrine	L-noradrenaline
1045338	C01CA03	Norepinephrine	L-Norepinephrine
1045338	C01CA03	Norepinephrine	Noradrenaline
1045492	J05AB12	Cidofovir	CDV
1045492	J05AB12	Cidofovir	Cidofovir Anhydrous
1045569	N06AX11	Mirtazapine	Mepirzepine
1045569	N06AX11	Mirtazapine	Mirtazapina [INN-Spanish]
1045569	N06AX11	Mirtazapine	Mirtazapine [Usan:Ban:Inn]
1045569	N06AX11	Mirtazapine	Mirtazapinum [INN-Latin]
1045569	N06AX11	Mirtazapine	Mirtazepine
1045796	N05BC01	Meprobamate	DEA No. 2820
1045796	N05BC01	Meprobamate	Meprobamat [German]
1045796	N05BC01	Meprobamate	Meprobamato [INN-Spanish]
1045796	N05BC01	Meprobamate	Meprobamato [Italian]
1045796	N05BC01	Meprobamate	Meprobamatum [INN-Latin]
1045796	N05BC01	Meprobamate	Meprobamic acid
1045796	N05BC01	Meprobamate	Procarbamide
1046181	R06AD03	Thiethylperazine	Ethylthioperazine
1046181	R06AD03	Thiethylperazine	Theithylperazine
1046266	C07AA06	Timolol	Timolol maleate
1046266	C07AA06	Timolol	Timololum [INN-Latin]
1046266	S01ED01	Timolol	Timolol maleate
1046266	S01ED01	Timolol	Timololum [INN-Latin]
1046750	C10AC02	Colestipol	Colestipolum [INN-Latin]
1046847	N04AA01	Trihexyphenidyl	Trihexifenidilo [INN-Spanish]
1046847	N04AA01	Trihexyphenidyl	Trihexylphenidyl
1046847	N04AA01	Trihexyphenidyl	Trihexylphenidyle
1046847	N04AA01	Trihexyphenidyl	Trihexylphenizyl
1046847	N04AA01	Trihexyphenidyl	Trihexyphenidyl HCl
1046847	N04AA01	Trihexyphenidyl	Trihexyphenidyle
1046847	N04AA01	Trihexyphenidyl	Trihexyphenidyle [INN-French]
1046847	N04AA01	Trihexyphenidyl	Trihexyphenidylum [INN-Latin]
1046847	N04AA01	Trihexyphenidyl	Triphenidyl
1047068	G03DB01	Dydrogesterone	10alpha-Isopregnenone
1047068	G03DB01	Dydrogesterone	Didrogesterone [DCIT]
1047068	G03DB01	Dydrogesterone	Dydrogesterona [INN-Spanish]
1047068	G03DB01	Dydrogesterone	Dydrogesteronum [INN-Latin]
1047068	G03DB01	Dydrogesterone	Hydrogesterone
1047068	G03DB01	Dydrogesterone	Hydrogestrone
1047068	G03DB01	Dydrogesterone	Isopregnenone
1047136	C01BB02	Mexiletine	Mexiletina [INN-Spanish]
1047136	C01BB02	Mexiletine	Mexiletine HCL
1047136	C01BB02	Mexiletine	Mexiletinum [INN-Latin]
1047136	C01BB02	Mexiletine	Mexilitine
1047265	V03AF02	Dexrazoxane	Desrazoxane
1047265	V03AF02	Dexrazoxane	Dexrazoxano [INN-Spanish]
1047265	V03AF02	Dexrazoxane	Dexrazoxanum [INN-Latin]
1047265	V03AF02	Dexrazoxane	Dextrorazoxane
1047265	V03AF02	Dexrazoxane	Icrf-187
1047265	V03AF02	Dexrazoxane	Razoxana [INN-Spanish]
1047265	V03AF02	Dexrazoxane	Razoxanum [INN-Latin]
1047357	C08CA01	Amlodipine	Amlodipine Benzenesulfonate
1047357	C08CA01	Amlodipine	Amlodipine Besilate
1047357	C08CA01	Amlodipine	Amlodipine Besylate
1047357	C08CA01	Amlodipine	Amlodipine Free Base
1047357	C08CA01	Amlodipine	Amlodipino [Spanish]
1047357	C08CA01	Amlodipine	Amlodipinum [Latin]
1047667	N06AA18	Tacrine	Tetrahydroaminacrine
1047667	N06AA18	Tacrine	Tetrahydroaminoacridine
1047667	N06AA18	Tacrine	Tetrahydroaminocrin
1047667	N06AA18	Tacrine	Tetrahydroaminocrine
1047667	N06AA18	Tacrine	THA
1047667	N06DA01	Tacrine	Tetrahydroaminacrine
1047667	N06DA01	Tacrine	Tetrahydroaminoacridine
1047667	N06DA01	Tacrine	Tetrahydroaminocrin
1047667	N06DA01	Tacrine	Tetrahydroaminocrine
1047667	N06DA01	Tacrine	THA
1047884	A03AA01	Oxyphencyclimine	Oxifencicliminum [INN-Spanish]
1047884	A03AA01	Oxyphencyclimine	Oxiphencycliminum
1047884	A03AA01	Oxyphencyclimine	Oxyphencyclimine Hydrochloride
1047884	A03AA01	Oxyphencyclimine	Oxyphencycliminum [INN-Latin]
1047971	C03DB02	Triamterene	Triamteren
1048159	L01DB09	Valrubicin	Antibiotic Ad 32
1048267	N04AA04	Procyclidine	Prociclidina [INN-Spanish]
1048267	N04AA04	Procyclidine	Procyclidinum [INN-Latin]
1048367	C01CA06	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	C01CA06	Phenylephrine	L-Phenylephedrine
1048367	C01CA06	Phenylephrine	L-Phenylephrine
1048367	C01CA06	Phenylephrine	M-Methylaminoethanolphenol
1048367	C01CA06	Phenylephrine	M-Oxedrine
1048367	C01CA06	Phenylephrine	Metaoxedrin
1048367	C01CA06	Phenylephrine	Metaoxedrine
1048367	C01CA06	Phenylephrine	Metaoxedrinum
1048367	C01CA06	Phenylephrine	Metasynephrine
1048367	C01CA06	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	R01AA04	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	R01AA04	Phenylephrine	L-Phenylephedrine
1048367	R01AA04	Phenylephrine	L-Phenylephrine
1048367	R01AA04	Phenylephrine	M-Methylaminoethanolphenol
1048367	R01AA04	Phenylephrine	M-Oxedrine
1048367	R01AA04	Phenylephrine	Metaoxedrin
1048367	R01AA04	Phenylephrine	Metaoxedrine
1048367	R01AA04	Phenylephrine	Metaoxedrinum
1048367	R01AA04	Phenylephrine	Metasynephrine
1048367	R01AA04	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	R01AB01	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	R01AB01	Phenylephrine	L-Phenylephedrine
1048367	R01AB01	Phenylephrine	L-Phenylephrine
1048367	R01AB01	Phenylephrine	M-Methylaminoethanolphenol
1048367	R01AB01	Phenylephrine	M-Oxedrine
1048367	R01AB01	Phenylephrine	Metaoxedrin
1048367	R01AB01	Phenylephrine	Metaoxedrine
1048367	R01AB01	Phenylephrine	Metaoxedrinum
1048367	R01AB01	Phenylephrine	Metasynephrine
1048367	R01AB01	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	R01BA03	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	R01BA03	Phenylephrine	L-Phenylephedrine
1048367	R01BA03	Phenylephrine	L-Phenylephrine
1048367	R01BA03	Phenylephrine	M-Methylaminoethanolphenol
1048367	R01BA03	Phenylephrine	M-Oxedrine
1048367	R01BA03	Phenylephrine	Metaoxedrin
1048367	R01BA03	Phenylephrine	Metaoxedrine
1048367	R01BA03	Phenylephrine	Metaoxedrinum
